y,m,d,h,c
2018,2,6,4,357
2018,2,6,5,285
2018,2,6,6,531
2018,2,6,7,1006
2018,2,6,8,1117
2018,2,6,9,1156
2018,2,6,10,1355
2018,2,6,11,1152
2018,2,6,12,1382
2018,2,6,13,1406
2018,2,6,14,1689
2018,2,6,15,1771
2018,2,6,16,1876
2018,2,6,17,1562
2018,2,6,18,1468
2018,2,6,19,1442
2018,2,6,20,1631
2018,2,6,21,1635
2018,2,6,22,1406
2018,2,6,23,726
2018,2,7,0,587
2018,2,7,1,712
2018,2,7,2,388
2018,2,7,3,494
2018,2,7,4,370
2018,2,7,5,248
2018,2,7,6,469
2018,2,7,7,692
2018,2,7,8,1061
2018,2,7,9,1321
2018,2,7,10,1438
2018,2,7,11,1199
2018,2,7,12,1162
2018,2,7,13,1289
2018,2,7,14,1185
2018,2,7,15,1343
2018,2,7,16,1340
2018,2,7,17,1543
2018,2,7,18,1781
2018,2,7,19,1831
2018,2,7,20,1608
2018,2,7,21,1748
2018,2,7,22,1478
2018,2,7,23,972
2018,2,8,0,752
2018,2,8,1,724
2018,2,8,2,430
2018,2,8,3,451
2018,2,8,4,444
2018,2,8,5,344
2018,2,8,6,562
2018,2,8,7,788
2018,2,8,8,1075
2018,2,8,9,1217
2018,2,8,10,1423
2018,2,8,11,1404
2018,2,8,12,1445
2018,2,8,13,1729
2018,2,8,14,1698
2018,2,8,15,1963
2018,2,8,16,1813
2018,2,8,17,1369
2018,2,8,18,1315
2018,2,8,19,1222
2018,2,8,20,1472
2018,2,8,21,1423
2018,2,8,22,1159
2018,2,8,23,625
2018,2,9,0,858
2018,2,9,1,777
2018,2,9,2,440
2018,2,9,3,430
2018,2,9,4,347
2018,2,9,5,274
2018,2,9,6,501
2018,2,9,7,813
2018,2,9,8,1033
2018,2,9,9,1316
2018,2,9,10,1611
2018,2,9,11,1276
2018,2,9,12,1262
2018,2,9,13,1434
2018,2,9,14,1281
2018,2,9,15,1571
2018,2,9,16,1888
2018,2,9,17,3051
2018,2,9,18,1892
2018,2,9,19,1382
2018,2,9,20,1480
2018,2,9,21,1259
2018,2,9,22,1116
2018,2,9,23,739
2018,2,10,0,584
2018,2,10,1,738
2018,2,10,2,429
2018,2,10,3,428
2018,2,10,4,512
2018,2,10,5,243
2018,2,10,6,418
2018,2,10,7,763
2018,2,10,8,1092
2018,2,10,9,1616
2018,2,10,10,1358
2018,2,10,11,1466
2018,2,10,12,1799
2018,2,10,13,1714
2018,2,10,14,1732
2018,2,10,15,2030
2018,2,10,16,1482
2018,2,10,17,1730
2018,2,10,18,1429
2018,2,10,19,1555
2018,2,10,20,1708
2018,2,10,21,1671
2018,2,10,22,1490
2018,2,10,23,1036
2018,2,11,0,721
2018,2,11,1,766
2018,2,11,2,356
2018,2,11,3,521
2018,2,11,4,342
2018,2,11,5,193
2018,2,11,6,645
2018,2,11,7,716
2018,2,11,8,1334
2018,2,11,9,1905
2018,2,11,10,2193
2018,2,11,11,1568
2018,2,11,12,1858
2018,2,11,13,2154
2018,2,11,14,2096
2018,2,11,15,2420
2018,2,11,16,1830
2018,2,11,17,1518
2018,2,11,18,1494
2018,2,11,19,1573
2018,2,11,20,1706
2018,2,11,21,1713
2018,2,11,22,1132
2018,2,11,23,1092
2018,2,12,0,560
2018,2,12,1,865
2018,2,12,2,630
2018,2,12,3,712
2018,2,12,4,711
2018,2,12,5,377
2018,2,12,6,556
2018,2,12,7,804
2018,2,12,8,1023
2018,2,12,9,1490
2018,2,12,10,1443
2018,2,12,11,1195
2018,2,12,12,1293
2018,2,12,13,1671
2018,2,12,14,1538
2018,2,12,15,1636
2018,2,12,16,1691
2018,2,12,17,2252
2018,2,12,18,1533
2018,2,12,19,1900
2018,2,12,20,1554
2018,2,12,21,1708
2018,2,12,22,1515
2018,2,12,23,827
