y,m,d,h,c
2018,2,14,5,268
2018,2,14,6,315
2018,2,14,7,595
2018,2,14,8,684
2018,2,14,9,893
2018,2,14,10,788
2018,2,14,11,942
2018,2,14,12,651
2018,2,14,13,777
2018,2,14,14,936
2018,2,14,15,884
2018,2,14,16,850
2018,2,14,17,884
2018,2,14,18,855
2018,2,14,19,714
2018,2,14,20,804
2018,2,14,21,928
2018,2,14,22,864
2018,2,14,23,607
2018,2,15,0,831
2018,2,15,1,650
2018,2,15,2,245
2018,2,15,3,235
2018,2,15,4,262
2018,2,15,5,238
2018,2,15,6,328
2018,2,15,7,493
2018,2,15,8,1283
2018,2,15,9,2505
2018,2,15,10,765
2018,2,15,11,762
2018,2,15,12,602
2018,2,15,13,931
2018,2,15,14,1011
2018,2,15,15,805
2018,2,15,16,1093
2018,2,15,17,1006
2018,2,15,18,891
2018,2,15,19,720
2018,2,15,20,734
2018,2,15,21,868
2018,2,15,22,905
2018,2,15,23,618
2018,2,16,0,1067
2018,2,16,1,825
2018,2,16,2,239
2018,2,16,3,246
2018,2,16,4,209
2018,2,16,5,264
2018,2,16,6,336
2018,2,16,7,601
2018,2,16,8,595
2018,2,16,9,695
2018,2,16,10,854
2018,2,16,11,1006
2018,2,16,12,717
2018,2,16,13,721
2018,2,16,14,721
2018,2,16,15,830
2018,2,16,16,757
2018,2,16,17,997
2018,2,16,18,671
2018,2,16,19,535
2018,2,16,20,692
2018,2,16,21,625
2018,2,16,22,632
2018,2,16,23,730
2018,2,17,0,925
2018,2,17,1,638
2018,2,17,2,223
2018,2,17,3,307
2018,2,17,4,241
2018,2,17,5,258
2018,2,17,6,292
2018,2,17,7,426
2018,2,17,8,514
2018,2,17,9,643
2018,2,17,10,810
2018,2,17,11,967
2018,2,17,12,887
2018,2,17,13,1172
2018,2,17,14,1198
2018,2,17,15,1431
2018,2,17,16,1355
2018,2,17,17,1063
2018,2,17,18,850
2018,2,17,19,575
2018,2,17,20,451
2018,2,17,21,429
2018,2,17,22,485
2018,2,17,23,419
2018,2,18,0,878
2018,2,18,1,1253
2018,2,18,2,1039
2018,2,18,3,882
2018,2,18,4,193
2018,2,18,5,117
2018,2,18,6,118
2018,2,18,7,200
2018,2,18,8,465
2018,2,18,9,849
2018,2,18,10,1125
2018,2,18,11,858
2018,2,18,12,891
2018,2,18,13,768
2018,2,18,14,919
2018,2,18,15,860
2018,2,18,16,1107
2018,2,18,17,727
2018,2,18,18,1137
2018,2,18,19,1051
2018,2,18,20,709
2018,2,18,21,840
2018,2,18,22,787
2018,2,18,23,517
2018,2,19,0,809
2018,2,19,1,463
2018,2,19,2,100
2018,2,19,3,127
2018,2,19,4,122
2018,2,19,5,161
2018,2,19,6,132
2018,2,19,7,322
2018,2,19,8,408
2018,2,19,9,490
2018,2,19,10,888
2018,2,19,11,991
2018,2,19,12,624
2018,2,19,13,668
2018,2,19,14,1410
2018,2,19,15,1171
2018,2,19,16,1111
2018,2,19,17,915
2018,2,19,18,758
2018,2,19,19,557
